authorization_country,vtm_name,samv2_amp_id,medicinal_product_name,company,amppname,cnk_pub,cti_ext,abbrevname,name_abbrev_fr,packdisplayvalue,espc_nl,espc_fr,marketingauthorisationholder,distributor,basis_substance,substance_modifier,formname,edqmform,edqmid,snomedid,abbrform_nl,abbrform_fr,manufactureddoseform,adm_doseform,roa_nl,roa_en,edqm_roa_nl,edqm_roa_id,baseofstrength,strenght_nominator_value_low_limit,strength_nominator_unit,strenght_nominator_value_high_limit,strengthunitucum,strenght_denominator_value_low_limit,strength_denominator_unit,strengthdenomunitucum,atc,ddd,ddu,dddpropackage,vmp_name,vmpgroupname
BEL,amlodipine,7975,Amlodipin Sandoz (Impexeco) tabl. (deelb.) Besilaat 10 mg,Impexeco,Amlodipin Sandoz (Impexeco) tabl. (deelb.) Besilaat 100 x 10 mg,2926590,404415-01,Amlodipin Sandoz (Impexeco) tabl. (deelb.) Besilaat 100x 10mg,Amlodipin Sandoz (Impexeco) compr. (séc.) Besilaat 100x 10mg,100,NULL,NULL,SAM2,SAM2,amlodipine,amlodipine besilaat,tablet,Tablet,10219000,SAM2,# tabl.,compr. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,10,mg,NULL,mg,NULL,NULL,NULL,C08CA01,5,mg,,amlodipine 10 mg tablet (or.),amlodipine oraal 10 mg
BEL,esomeprazol,7712,Esomeprazole EG maagsapresist. tabl. 20 mg,EG,Esomeprazole EG maagsapresist. tabl. 56 x 20 mg,2950830,393477-03,Esomeprazole EG maagsapresist. tabl. 56x 20mg,Esomeprazole EG compr. gastro-résist. 56x 20mg,56,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE393477&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE393477&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,maagsapresistente tablet,Maagsapresistente tablet,10225000,SAM2,# maagsapresist. tabl.,compr. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 20 mg maagsapresistente tablet (or.),esomeprazol oraal 20 mg
BEL,paracetamol,7698,Paracetamol EG filmomh. tabl. (deelb.) 1 g,EG,Paracetamol EG filmomh. tabl. (deelb.) 100 x 1 g,3303708,392305-02,Paracetamol EG filmomh. tabl. (deelb.) 100x 1g,Paracetamol EG compr. pellic. (séc.) 100x 1g,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392305&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392305&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7698,Paracetamol EG filmomh. tabl. (deelb.) 1 g,EG,Paracetamol EG filmomh. tabl. (deelb.) 10 x 1 g,4180311,392296-03,Paracetamol EG filmomh. tabl. (deelb.) 10x 1g,Paracetamol EG compr. pellic. (séc.) 10x 1g,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7698,Paracetamol EG filmomh. tabl. (deelb.) 1 g,EG,Paracetamol EG filmomh. tabl. (deelb.) 120 x 1 g,2881076,392296-21,Paracetamol EG filmomh. tabl. (deelb.) 120x 1g,Paracetamol EG compr. pellic. (séc.) 120x 1g,120,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7698,Paracetamol EG filmomh. tabl. (deelb.) 1 g,EG,Paracetamol EG filmomh. tabl. (deelb.) 30 x 1 g,2881100,392296-10,Paracetamol EG filmomh. tabl. (deelb.) 30x 1g,Paracetamol EG compr. pellic. (séc.) 30x 1g,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7698,Paracetamol EG filmomh. tabl. (deelb.) 1 g,EG,Paracetamol EG filmomh. tabl. (deelb.) 60 x 1 g,2881118,392296-15,Paracetamol EG filmomh. tabl. (deelb.) 60x 1g,Paracetamol EG compr. pellic. (séc.) 60x 1g,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392296&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7697,Paracetamol EG filmomh. tabl. (deelb.) 500 mg,EG,Paracetamol EG filmomh. tabl. (deelb.) 100 x 500 mg,3303690,392287-02,Paracetamol EG filmomh. tabl. (deelb.) 100x 500mg,Paracetamol EG compr. pellic. (séc.) 100x 500mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392287&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392287&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 500 mg tablet (or.),paracetamol oraal 500 mg
BEL,paracetamol,7697,Paracetamol EG filmomh. tabl. (deelb.) 500 mg,EG,Paracetamol EG filmomh. tabl. (deelb.) 120 x 500 mg,4185898,392271-28,Paracetamol EG filmomh. tabl. (deelb.) 120x 500mg,Paracetamol EG compr. pellic. (séc.) 120x 500mg,120,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392271&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392271&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,paracetamol 500 mg tablet (or.),paracetamol oraal 500 mg
BEL,paracetamol,7697,Paracetamol EG filmomh. tabl. (deelb.) 500 mg,EG,Paracetamol EG filmomh. tabl. (deelb.) 30 x 500 mg,2881084,392271-09,Paracetamol EG filmomh. tabl. (deelb.) 30x 500mg,Paracetamol EG compr. pellic. (séc.) 30x 500mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392271&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE392271&leafletType=rcp,SAM2,SAM2,paracetamol,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,N02BE01,3000,mg,,paracetamol 500 mg tablet (or.),paracetamol oraal 500 mg
BEL,esomeprazol,7691,Esomeprazole Apotex maagsapresist. tabl. 40 mg,Apotex,Esomeprazole Apotex maagsapresist. tabl. 28 x 40 mg,2990729,391483-04,Esomeprazole Apotex maagsapresist. tabl. 28x 40mg,Esomeprazole Apotex compr. gastro-résist. 28x 40mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391483&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391483&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,maagsapresistente tablet,Maagsapresistente tablet,10225000,SAM2,# maagsapresist. tabl.,compr. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 40 mg maagsapresistente tablet (or.),esomeprazol oraal 40 mg
BEL,esomeprazol,7690,Esomeprazole Apotex maagsapresist. tabl. 20 mg,Apotex,Esomeprazole Apotex maagsapresist. tabl. 100 x 20 mg,2990703,391474-09,Esomeprazole Apotex maagsapresist. tabl. 100x 20mg,Esomeprazole Apotex compr. gastro-résist. 100x 20mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391474&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391474&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,maagsapresistente tablet,Maagsapresistente tablet,10225000,SAM2,# maagsapresist. tabl.,compr. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 20 mg maagsapresistente tablet (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7683,Esomeprazole Mylan harde maagsapresist. caps. 40 mg,Mylan,Esomeprazole Mylan harde maagsapresist. caps. 28 x 40 mg,2880862,391176-03,Esomeprazole Mylan harde maagsapresist. caps. 28x 40mg,Esomeprazole Mylan gél. gastro-résist. 28x 40mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391176&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391176&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 40 mg maagsapresistente capsule (or.),esomeprazol oraal 40 mg
BEL,esomeprazol,7682,Esomeprazole Mylan harde maagsapresist. caps. 20 mg,Mylan,Esomeprazole Mylan harde maagsapresist. caps. 100 x 20 mg,2889905,391151-07,Esomeprazole Mylan harde maagsapresist. caps. 100x 20mg,Esomeprazole Mylan gél. gastro-résist. 100x 20mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7682,Esomeprazole Mylan harde maagsapresist. caps. 20 mg,Mylan,Esomeprazole Mylan harde maagsapresist. caps. 28 x 20 mg,2886687,391151-03,Esomeprazole Mylan harde maagsapresist. caps. 28x 20mg,Esomeprazole Mylan gél. gastro-résist. 28x 20mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7682,Esomeprazole Mylan harde maagsapresist. caps. 20 mg,Mylan,Esomeprazole Mylan harde maagsapresist. caps. 56 x 20 mg,2886695,391151-05,Esomeprazole Mylan harde maagsapresist. caps. 56x 20mg,Esomeprazole Mylan gél. gastro-résist. 56x 20mg,56,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE391151&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,A02BC05,30,mg,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,cefuroxim,7475,Cefuroxime EG filmomh. tabl. 500 mg,EG,Cefuroxime EG filmomh. tabl. 10 x 500 mg,2813442,384535-01,Cefuroxime EG filmomh. tabl. 10x 500mg,Cefuroxime EG compr. pellic. 10x 500mg,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=rcp,SAM2,SAM2,cefuroxim,cefuroxim axetil,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,J01DC02,500,mg,,cefuroxim 500 mg tablet (or.),cefuroxim oraal 500 mg
BEL,cefuroxim,7475,Cefuroxime EG filmomh. tabl. 500 mg,EG,Cefuroxime EG filmomh. tabl. 20 x 500 mg,3604816,384535-02,Cefuroxime EG filmomh. tabl. 20x 500mg,Cefuroxime EG compr. pellic. 20x 500mg,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=rcp,SAM2,SAM2,cefuroxim,cefuroxim axetil,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,J01DC02,"0,5",g,,cefuroxim 500 mg tablet (or.),cefuroxim oraal 500 mg
BEL,cefuroxim,7475,Cefuroxime EG filmomh. tabl. 500 mg,EG,Cefuroxime EG filmomh. tabl. 24 x 500 mg,2815306,384535-03,Cefuroxime EG filmomh. tabl. 24x 500mg,Cefuroxime EG compr. pellic. 24x 500mg,24,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384535&leafletType=rcp,SAM2,SAM2,cefuroxim,cefuroxim axetil,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,500,mg,NULL,mg,NULL,NULL,NULL,J01DC02,500,mg,,cefuroxim 500 mg tablet (or.),cefuroxim oraal 500 mg
BEL,tafluprost,7470,Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 15 µg / 1 ml,Santen,"Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 30 x 0,3 ml 15 µg / 1 ml",2823847,384474-01,"Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 30x0,3ml 15µg/1ml","Saflutan collyre sol. (unidose) [sans cons.] 30x0,3ml 15µg/1ml",30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384474&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384474&leafletType=rcp,SAM2,SAM2,tafluprost,,"oogdruppels, oplossing in verpakking voor éénmalig gebruik","Oodruppels, oplossing in verpakking voor éénmalig gebruik",50023000,SAM2,# druppels oploss. (unidose),collyre sol. (unidose),?,?,oculair gebruik,ocular use,Oculair gebruik,20051000,,15,ug,NULL,ug,1,mL,mL,S01EE05,"0,3",ml,,tafluprost 15 µg / 1 ml druppels (ocul.) (zonder bew.),tafluprost druppels oculair (zonder bew.) 15 µg / 1 ml
BEL,tafluprost,7470,Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 15 µg / 1 ml,Santen,"Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 30 x 0,3 ml 15 µg / 1 ml",2823847,384474-01,"Saflutan ocul. druppels oploss. (unidose) [zonder bew.] 30x0,3ml 15µg/1ml","Saflutan collyre sol. (unidose) [sans cons.] 30x0,3ml 15µg/1ml",30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384474&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE384474&leafletType=rcp,SAM2,SAM2,EDTA,,"oogdruppels, oplossing in verpakking voor éénmalig gebruik","Oodruppels, oplossing in verpakking voor éénmalig gebruik",50023000,SAM2,# druppels oploss. (unidose),collyre sol. (unidose),?,?,oculair gebruik,ocular use,Oculair gebruik,20051000,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S01EE05,"0,3",ml,,tafluprost 15 µg / 1 ml druppels (ocul.) (zonder bew.),tafluprost druppels oculair (zonder bew.) 15 µg / 1 ml
BEL,naproxen + esomeprazol,7407,Vimovo tabl. geregul. afgifte 500 mg + 20 mg,Grünenthal,Vimovo 500/20 tabl. geregul. afgifte 20 x,2918464,382496-02,Vimovo 500/20 tabl. geregul. afgifte 20x,Vimovo 500/20 compr. lib. modif. 20x,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382496&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382496&leafletType=rcp,SAM2,SAM2,esomeprazol/naproxen,/esomeprazol magnesium,tablet met gereguleerde afgifte,Tablet met gereguleerde afgifte,10227000,SAM2,# tabl. geregul. afgifte,compr. lib. modif. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20.0000/500.0000,mg,NULL,mg,NULL,NULL,NULL,M01AE52,500,mg,,naproxen 500 mg + esomeprazol 20 mg tablet met gereguleerde afgifte (or.),naproxen + esomeprazol oraal (gereg. afgifte) 500 mg + 20 mg
BEL,naproxen + esomeprazol,7407,Vimovo tabl. geregul. afgifte 500 mg + 20 mg,Grünenthal,Vimovo 500/20 tabl. geregul. afgifte 60 x,2789584,382496-04,Vimovo 500/20 tabl. geregul. afgifte 60x,Vimovo 500/20 compr. lib. modif. 60x,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382496&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382496&leafletType=rcp,SAM2,SAM2,esomeprazol/naproxen,/esomeprazol magnesium,tablet met gereguleerde afgifte,Tablet met gereguleerde afgifte,10227000,SAM2,# tabl. geregul. afgifte,compr. lib. modif. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20.0000/500.0000,mg,NULL,mg,NULL,NULL,NULL,M01AE52,500,mg,,naproxen 500 mg + esomeprazol 20 mg tablet met gereguleerde afgifte (or.),naproxen + esomeprazol oraal (gereg. afgifte) 500 mg + 20 mg
BEL,esomeprazol,7405,Esomeprazole EG harde maagsapresist. caps. 40 mg,EG,Esomeprazole EG harde maagsapresist. caps. 28 x 40 mg,2893527,382191-04,Esomeprazole EG harde maagsapresist. caps. 28x 40mg,Esomeprazole EG gél. gastro-résist. 28x 40mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382191&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382191&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,esomeprazol 40 mg maagsapresistente capsule (or.),esomeprazol oraal 40 mg
BEL,esomeprazol,7404,Esomeprazole EG harde maagsapresist. caps. 20 mg,EG,Esomeprazole EG harde maagsapresist. caps. 14 x 20 mg,2893477,382173-02,Esomeprazole EG harde maagsapresist. caps. 14x 20mg,Esomeprazole EG gél. gastro-résist. 14x 20mg,14,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7404,Esomeprazole EG harde maagsapresist. caps. 20 mg,EG,Esomeprazole EG harde maagsapresist. caps. 28 x 20 mg,2893485,382173-04,Esomeprazole EG harde maagsapresist. caps. 28x 20mg,Esomeprazole EG gél. gastro-résist. 28x 20mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7404,Esomeprazole EG harde maagsapresist. caps. 20 mg,EG,Esomeprazole EG harde maagsapresist. caps. 56 x 20 mg,2894236,382173-07,Esomeprazole EG harde maagsapresist. caps. 56x 20mg,Esomeprazole EG gél. gastro-résist. 56x 20mg,56,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,esomeprazol,7404,Esomeprazole EG harde maagsapresist. caps. 20 mg,EG,Esomeprazole EG harde maagsapresist. caps. 98 x 20 mg,2893519,382173-10,Esomeprazole EG harde maagsapresist. caps. 98x 20mg,Esomeprazole EG gél. gastro-résist. 98x 20mg,98,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE382173&leafletType=rcp,SAM2,SAM2,esomeprazol,esomeprazol magnesium,"maagsapresistente capsule, hard","Maagsapresistente capsule, hard",10212000,SAM2,# harde maagsapresist. caps.,gél. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,esomeprazol 20 mg maagsapresistente capsule (or.),esomeprazol oraal 20 mg
BEL,paracetamol,7394,Algostase Mono tabl. (deelb.) 1 g,SMB,Algostase Mono tabl. (deelb.) 120 x 1 g,3447984,381823-11,Algostase Mono tabl. (deelb.) 120x 1g,Algostase Mono compr. (séc.) 120x 1g,120,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE381823&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE381823&leafletType=rcp,SAM2,SAM2,paracetamol,,tablet,Tablet,10219000,SAM2,# tabl.,compr. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3,g,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
BEL,paracetamol,7394,Algostase Mono tabl. (deelb.) 1 g,SMB,Algostase Mono tabl. (deelb.) 30 x 1 g,3352135,381823-04,Algostase Mono tabl. (deelb.) 30x 1g,Algostase Mono compr. (séc.) 30x 1g,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE381823&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE381823&leafletType=rcp,SAM2,SAM2,paracetamol,,tablet,Tablet,10219000,SAM2,# tabl.,compr. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,1,g,NULL,g,NULL,NULL,NULL,N02BE01,3,g,,paracetamol 1 g tablet (or.),paracetamol oraal 1 g
