Priorità,Country,Problema,Codice Gruppo Equivalenza,Generici_Prontuario_NewPrezziRi.Codice gruppo equivalenza,ATC,"Codice AIC - LocalMppid",Principio Attivo,Generici_Prontuario_NewPrezziRi.Principio attivo,Metri cubi ossigeno ,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Generici_Prontuario_NewPrezziRi.Farmaco,Medicinal Product Name,Titolare AIC,Generici_Prontuario_NewPrezziRi.Ditta,Generici_Prontuario_NewPrezziRi.Confezione di riferimento,Generici_Prontuario_NewPrezziRi.Confezione,Package 1 (outer container) (EDQM Code),Package 1 (outer container) (EDQM Label),Dose form (EDQM Code),Dose form (EDQM Label),Unit of Presentation 1 (EDQM Code),Unit of Presentation 1 (EDQM Label),Unit of Presentation 1 (EDQM Label),Package Size,Unit of Measure 1 (UCUM),Package 2 (inner container) (EDQM Code),Package 2 (inner container) (EDQM Label),Unit of Presentation 2 (EDQM Code),Unit of Presentation 2 (EDQM Label),Quantity 2,Unit of Measure 2 (UCUM),Route of Administration (EDQM Code),Route of Administration (EDQM Label),Substance 1 (SMS code),Substance 1 (SMS Label),Active Ingredient 1 Numerator Quantity,Active Ingredient 1 Numerator Unit of Mesurement (UCUM),Active Ingredient 1 Denominator Quantity,Active Ingredient 1 Denominator Unit of Mesurement (UCUM),Substance 2 (SMS code),Substance 2 (SMS Label),Active Ingredient 2 Numerator Quantity,Active Ingredient 2 Numerator Unit of Mesurement (UCUM),Active Ingredient 2 Denominator Quantity,Active Ingredient 2 Denominator Unit of Mesurement (UCUM),Active Ingredient 3 (SMS code),Active Ingredient 3 (SMS Label),Active Ingredient 3 Numerator Quantity,Active Ingredient 3 Numerator Unit of Mesurement (UCUM),Active Ingredient 3 Denominator Quantity,Active Ingredient 3 Denominator Unit of Mesurement (UCUM),X=in lista di trasparenza Aifa 15/12/2021,Solo in lista di Regione:,Generici_Prontuario_NewPrezziRi.Nota
2,Italy,,10A,10A,C07CB03,25987037,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,ATENIGRON*28 cpr 100 mg + 25 mg,ATENIGRON,ATENIGRON,MAGIS FARMACEUTICI Srl,MAGIS FARMACEUTICI S.R.L.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,33054026,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,ATENOLOLO CLORTALIDONE*28 cpr 100 mg + 25 mg,ATENOLOLO CLORTALIDONE,ATENOLOLO CLORTALIDONE,RATIOPHARM GMBH,RATIOPHARM GMBH,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE USO ORALE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,33159017,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,ATENOLOLO CLORTALIDONE*28 cpr 100 mg + 25 mg,ATENOLOLO CLORTALIDONE,ATENOLOLO CLORTALIDONE,EG SpA,EG S.P.A.,28 UNITA' (100+25) MG - USO ORALE,"""100MG + 25MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,34167015,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,ATENOLOLO CLORTALIDONE*28 cpr 100 mg + 25 mg,ATENOLOLO CLORTALIDONE DOC GENERICI,ATENOLOLO CLORTALIDONE DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,34069017,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,ATENOLOLO E CLORTALIDONE*28 cpr 100 mg + 25 mg,ATENOLOLO E CLORTALIDONE MYLAN GENERICS,ATENOLOLO E CLORTALIDONE MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,24763056,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,IGROSELES*28 cpr 100 mg + 25 mg,IGROSELES,IGROSELES,TEOFARMA Srl,TEOFARMA S.R.L.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,25089032,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,TARGET*28 cpr 100 mg + 25 mg,TARGET,TARGET,ITALIAN DEVICES Srl,ITALIAN DEVICES S.R.L.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10A,10A,C07CB03,24737025,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 28 UNITA' USO ORALE,TENORETIC*28 cpr 100 mg + 25 mg,TENORETIC,TENORETIC,ASTRAZENECA SpA,ASTRAZENECA S.P.A.,28 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10B,10B,C07CB03,33054014,Atenololo/clortalidone,Atenololo + Clortalidone,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 28 UNITA' USO ORALE","ATENOLOLO CLORTALIDONE*28 cpr 50 mg + 12,5 mg",ATENOLOLO CLORTALIDONE,ATENOLOLO CLORTALIDONE,RATIOPHARM GMBH,RATIOPHARM GMBH,"28 UNITA' (50+12,5) MG - USO ORALE","""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE USO ORALE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10B,10B,C07CB03,33159029,Atenololo/clortalidone,Atenololo + Clortalidone,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 28 UNITA' USO ORALE","ATENOLOLO CLORTALIDONE*28 cpr 50 mg + 12,5 mg",ATENOLOLO CLORTALIDONE,ATENOLOLO CLORTALIDONE,EG SpA,EG S.P.A.,"28 UNITA' (50+12,5) MG - USO ORALE","""50MG + 12,5MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10B,10B,C07CB03,34167027,Atenololo/clortalidone,Atenololo + Clortalidone,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 28 UNITA' USO ORALE","ATENOLOLO CLORTALIDONE*28 cpr 50 mg + 12,5 mg",ATENOLOLO CLORTALIDONE DOC GENERICI,ATENOLOLO CLORTALIDONE DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,"28 UNITA' (50+12,5) MG - USO ORALE","""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10B,10B,C07CB03,24763068,Atenololo/clortalidone,Atenololo + Clortalidone,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 28 UNITA' USO ORALE","IGROSELES*28 cpr 50 mg + 12,5 mg",IGROSELES,IGROSELES,TEOFARMA Srl,TEOFARMA S.R.L.,"28 UNITA' (50+12,5) MG - USO ORALE","""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10B,10B,C07CB03,24737037,Atenololo/clortalidone,Atenololo + Clortalidone,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 28 UNITA' USO ORALE","TENORETIC*28 cpr 50 mg + 12,5 mg",TENORETIC,TENORETIC,ASTRAZENECA SpA,ASTRAZENECA S.P.A.,"28 UNITA' (50+12,5) MG - USO ORALE","""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,X,,
2,Italy,,10C,,C07CB03,32805020,Atenololo/clortalidone,,,"ATENOLOLO+CLORTALIDONE 50+12,5MG 30 UNITA' USO ORALE","ATENOLOLO CLORTALIDONE*30 cpr riv 50 mg + 12,5 mg",,ATENOLOLO CLORTALIDONE,SANDOZ SpA,,,,30009000,Box,10220000,Coated tablet,15054000,,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,,,
2,Italy,,10D,10D,C07CB03,32805018,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 30 UNITA' USO ORALE,ATENOLOLO CLORTALIDONE*30 cpr riv 100 mg + 25 mg,ATENOLOLO CLORTALIDONE,ATENOLOLO CLORTALIDONE,SANDOZ SpA,SANDOZ S.P.A.,30 UNITA' (100 + 25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,Farmaco con prezzo uguale al prezzo di riferimento,,
2,Italy,,10D,10D,C07CB03,26027021,Atenololo/clortalidone,Atenololo + Clortalidone,,ATENOLOLO+CLORTALIDONE 100+25MG 30 UNITA' USO ORALE,CLORTANOL*30 cpr 100 mg + 25 mg,CLORTANOL,CLORTANOL,C.T. LAB.FARMACEUTICO Srl,LABORATORIO FARMACEUTICO C.T. S.R.L.,30 UNITA' (100 + 25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE",30009000,Box,10219000,Tablet,15054000,,tablet,30,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,Farmaco con prezzo uguale al prezzo di riferimento,,
2,Italy,,10E,,C07CB03,24728065,Atenololo/clortalidone,,,ATENOLOLO+CLORTALIDONE 50+25MG 21 UNITA' USO ORALE,EUPRES MITE*21 cpr 50 mg + 25 mg,,EUPRES MITE,MEDA PHARMA SpA,,,,30009000,Box,10219000,Tablet,15054000,,tablet,21,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,50,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,,,
2,Italy,,10F,,C07CB03,24728038,Atenololo/clortalidone,,,ATENOLOLO+CLORTALIDONE 100+25MG 21 UNITA' USO ORALE,EUPRES*21 cpr 100 mg + 25 mg,,EUPRES,MEDA PHARMA SpA,,,,30009000,Box,10219000,Tablet,15054000,,tablet,21,{Tablet},,,,,,,20053000,Oral Use,100000091183,Atenolol,100,mg,1,1,100000092578,Chlortalidone,25,mg,1,1,,,,,,,,,
2,Italy,,34A,,N04BA02,23145016,Levodopa/carbidopa,,,LEVODOPA+CARBIDOPA 250+25MG 50 UNITA' USO ORALE,SINEMET*50 cpr 250 mg + 25 mg,,SINEMET,ORGANON ITALIA Srl,,,,30009000,Box,10219000,Tablet,15054000,,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000085446,Levodopa,250,mg,1,1,100000090314,Carbidopa,25,mg,1,1,,,,,,,,,
2,Italy,,34B,34B,N04BA02,36514026,Levodopa/carbidopa,Levodopa + Carbidopa,,LEVODOPA+CARBIDOPA 100+25MG 50 UNITA' USO ORALE RP,LEVODOPA CARBIDOPA*50 cpr 100 mg + 25 mg rilascio prolungato,LEVODOPA CARBIDOPA HEXAL,LEVODOPA CARBIDOPA HEXAL,SANDOZ SpA,SANDOZ S.P.A.,50 UNITA' (100+25) MG - USO ORALE,"""100 MG + 25 MG COMPRESSE RILASCIO PROLUNGATO"" 50 COMPRESSE",30009000,Box,10226000,Prolonged-release tablet,15054000,,tablet,50,{Tablet},,,,,,,20053000,Oral use,100000085446,Levodopa,100,mg,1,1,100000090314,Carbidopa,25,mg,1,1,,,,,,,X,,
2,Italy,,34B,34B,N04BA02,23145042,Levodopa/carbidopa,Levodopa + Carbidopa,,LEVODOPA+CARBIDOPA 100+25MG 50 UNITA' USO ORALE RP,SINEMET*50 cpr 100 mg + 25 mg rilascio modificato,SINEMET,SINEMET,ORGANON ITALIA Srl,ORGANON ITALIA S.R.L.,50 UNITA' (100+25) MG - USO ORALE,"""100 MG+25 MG COMPRESSE A RILASCIO MODIFICATO"" 50 COMPRESSE",30009000,Box,10227000,Modified-release tablet,15054000,,tablet,50,{Tablet},,,,,,,20053000,Oral use,100000085446,Levodopa,200,mg,1,1,100000090314,Carbidopa,25,mg,1,1,,,,,,,X,,
2,Italy,,34C,34C,N04BA02,36514053,Levodopa/carbidopa,Levodopa + Carbidopa,,LEVODOPA+CARBIDOPA 200+50MG 30 UNITA' USO ORALE RP,LEVODOPA CARBIDOPA*30 cpr 200 mg + 50 mg rilasco prolungato,LEVODOPA CARBIDOPA HEXAL,LEVODOPA CARBIDOPA HEXAL,SANDOZ SpA,SANDOZ S.P.A.,30 UNITA' (200+50) MG - USO ORALE,"""200/50 MG"" 30 COMPRESSE A RILASCIO PROLUNGATOIN BLISTER AL/AL",30009000,Box,10226000,Prolonged-release tablet,15054000,,tablet,30,{Tablet},,,,,,,20053000,Oral use,100000085446,Levodopa,200,mg,1,1,100000090314,Carbidopa,50,mg,1,1,,,,,,,X,,
2,Italy,,34C,34C,N04BA02,23145030,Levodopa/carbidopa,Levodopa + Carbidopa,,LEVODOPA+CARBIDOPA 200+50MG 30 UNITA' USO ORALE RP,SINEMET*30 cpr 200 mg + 50 mg rilascio modificato,SINEMET,SINEMET,ORGANON ITALIA Srl,ORGANON ITALIA S.R.L.,30 UNITA' (200+50) MG - USO ORALE,"""200 MG+50 MG COMPRESSE A RILASCIO MODIFICATO"" 30 COMPRESSE",30009000,Box,10227000,Modified-release tablet,15054000,,tablet,30,{Tablet},,,,,,,20053000,Oral use,100000085446,Levodopa,200,mg,1,1,100000090314,Carbidopa,50,mg,1,1,,,,,,,X,,
2,Italy,,34D,,N04BA02,23145028,Levodopa/carbidopa,,,LEVODOPA+CARBIDOPA 100+25MG 50 UNITA' USO ORALE,SINEMET*50 cpr 100 mg + 25 mg,,SINEMET,ORGANON ITALIA Srl,,,,30009000,Box,12100,Capsule,15054000,,tablet,50,{Tablet},,,,,,,20053000,Oral Use,100000085446,Levodopa,100,mg,1,1,100000090314,Carbidopa,25,mg,1,1,,,,,,,,,
3,Italy,,01E,,A05AA02,24444059,Acido ursodesossicolico,,,ACIDO URSODESOSSICOLICO 250MG 20 UNITA' USO ORALE,URSOBIL*20 cps 250 mg,,URSOBIL,ABC FARMACEUTICI SpA,,,,30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,100000092107,Ursodeoxycholic acid,,,,1,,,,,,,,,,,,,,,
3,Italy,,01F,,A05AA02,33944024,Acido ursodesossicolico,,,ACIDO URSODESOSSICOLICO 3% 200ML USO ORALE,URSULTEC*1 flacone 200 ml 3 g/100 ml sciroppo,,URSULTEC,ABC FARMACEUTICI SpA,,,,30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,100000092107,Ursodeoxycholic acid,,,,1,,,,,,,,,,,,,,,
3,Italy,,01F,,A05AA02,24444111,Acido ursodesossicolico,,,ACIDO URSODESOSSICOLICO 3% 200ML USO ORALE,URSOBIL*sciroppo 1 flacone 200 ml 3 g/100 ml,,URSOBIL,ABC FARMACEUTICI SpA,,,,30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,100000092107,Ursodeoxycholic acid,,,,1,,,,,,,,,,,,,,,
3,Italy,,02D,02D,A07EC02,26925065,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,PENTACOL*20 clismi 500 mg gel rettale,PENTACOL,PENTACOL,SOFAR SpA,SOFAR S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG GEL RETTALE"" 20 CONTENITORI MONODOSE",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02D,02D,A07EC02,35509013,Mesalazina,Mesalazina,,MESALAZINA 500MG 20 UNITA' USO RETTALE,PROCTASACOL*20 dosi 500 mg gel rettale,PROCTASACOL,PROCTASACOL,GIULIANI SpA,GIULIANI S.P.A.,20 UNITA' 500 MG - USO RETTALE,"""500 MG GEL RETTALE"" 20 CONTENITORI MONODOSE",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02E,02E,A07EC02,34254033,Mesalazina,Mesalazina,,MESALAZINA 2.000MG 7 UNITA' USO RETTALE,ARGONAL*7 clismi 2 g 50 ml sosp rett,ARGONAL,ARGONAL,DOMPE' FARMACEUTICI SpA,DOMPE` FARMACEUTICI S.P.A.,7 UNITA' 2000 MG - USO RETTALE,"""2 G/50 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 50 ML",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02E,02E,A07EC02,26416141,Mesalazina,Mesalazina,,MESALAZINA 2.000MG 7 UNITA' USO RETTALE,ASACOL*7 clismi 2 g 50 ml sosp rett,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,7 UNITA' 2000 MG - USO RETTALE,"""2 G/50 ML SOSPENSIONE RETTALE"" 7 CLISMI 50 ML",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02E,02E,A07EC02,26416216,Mesalazina,Mesalazina,,MESALAZINA 2.000MG 7 UNITA' USO RETTALE,ASACOL*7 clismi 2 g schiuma rett,ASACOL,ASACOL,GIULIANI SpA,GIULIANI S.P.A.,7 UNITA' 2000 MG - USO RETTALE,"""2 G SCHIUMA RETTALE"" 7 CONTENITORI MONODOSE",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02F,02F,A07EC02,26925141,Mesalazina,Mesalazina,,MESALAZINA 4.000MG 7 UNITA' USO RETTALE,PENTACOL*7 clismi 4 g 100 ml sosp rett,PENTACOL,PENTACOL,SOFAR SpA,SOFAR S.P.A.,7 UNITA' 4000 MG - USO RETTALE,"""4 G/100 ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100 ML",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,02F,02F,A07EC02,27130044,Mesalazina,Mesalazina,,MESALAZINA 4.000MG 7 UNITA' USO RETTALE,PENTASA*7 clismi 4 g 100 ml sosp rett,PENTASA,PENTASA,FERRING SpA,FERRING S.P.A.,7 UNITA' 4000 MG - USO RETTALE,"""4 G/100ML SOSPENSIONE RETTALE"" 7 CONTENITORI MONODOSE DA 100ML",30009000,Box,,,,,,,,,,,,,,20061000,Rectal Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,18A,18A,J01CA04,33151034,Amoxicillina,Amoxicillina,,AMOXICILLINA 5% 100ML USO ORALE,AMOXICILLINA*orale sosp polv 5 g/100 ml,AMOXICILLINA,AMOXICILLINA,SANDOZ SpA,SANDOZ S.P.A.,100 ML 5% - USO ORALE,"""5 G/100 ML POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE 100 ML",30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,18A,18A,J01CA04,44209068,Amoxicillina,Amoxicillina,,AMOXICILLINA 5% 100ML USO ORALE,AMOXICILLINA*orale sosp polv 250 mg/5 ml con bicchiere dosatore,AMOXICILLINA ZENTIVA ITALIA,AMOXICILLINA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,100 ML 5% - USO ORALE,"""250 MG/5 ML POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE IN VETRO DA 100 ML CON BICCHIERE DOSATORE",30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,18A,18A,J01CA04,23966106,Amoxicillina,Amoxicillina,,AMOXICILLINA 5% 100ML USO ORALE,AMOXINA*orale sosp grat 100 ml 250 mg/5 ml,AMOXINA,AMOXINA,AESCULAPIUS FARMACEUTICI Srl,AESCULAPIUS FARMACEUTICI S.R.L.,100 ML 5% - USO ORALE,"""5% GRANULATO PER SOSPENSIONE ORALE"" 1 FLACONE 100 ML",30009000,Box,50029200,Granules for oral suspension in sachet,,,,,,,,,,,,20053000,Oral Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,18A,18A,J01CA04,23086097,Amoxicillina,Amoxicillina,,AMOXICILLINA 5% 100ML USO ORALE,ZIMOX*orale sosp polv 100 ml 250 mg/5 ml,ZIMOX,ZIMOX,PFIZER ITALIA Srl,PFIZER ITALIA S.R.L.,100 ML 5% - USO ORALE,"""5G/100 ML POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE 100 ML",30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,26I,,J05AB01,33672027,Aciclovir,,,ACICLOVIR 250MG 5 UNITA' USO PARENTERALE,ACICLOVIR*5 fiale EV 250 mg,,ACICLOVIR,RECORDATI SpA,,,,30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3,Italy,,28E,28E,M01AB05,29456035,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,DICLOFENAC*5 fiale IM 75 mg 3 ml,DICLOFENAC,DICLOFENAC,EG SpA,EG S.P.A.,5 UNITA' 75 MG - USO PARENTERALE,"""75 MG/3 ML SOLUZIONE INIETTABILE"" 5 FIALE",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28E,28E,M01AB05,29457037,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,DICLOFENAC*5 fiale IM 75 mg 3 ml,DICLOFENAC,DICLOFENAC,RATIOPHARM GMBH,RATIOPHARM GMBH,5 UNITA' 75 MG - USO PARENTERALE,"""75 MG/3 ML SOLUZIONE INIETTABILE"" 5 FIALE",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28E,28E,M01AB05,32786042,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,DICLOFENAC*5 fiale IM 75 mg 3 ml,DICLOFENAC,DICLOFENAC,SANDOZ SpA,SANDOZ S.P.A.,5 UNITA' 75 MG - USO PARENTERALE,5 FIALE 3 ML SOLUZ INIETT 75 MG,30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28E,28E,M01AB05,35242015,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,DICLOFENAC*5 fiale IM 75 mg 3 ml,DICLOFENAC ALMUS,DICLOFENAC,ALMUS Srl,ALMUS S.R.L.,5 UNITA' 75 MG - USO PARENTERALE,"""75 MG/3 ML SOLUZIONE INIETTABILE"" 5 FIALE",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28E,28E,M01AB05,35248018,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,DICLOFENAC*5 fiale IM 75 mg 3 ml,DICLOFENAC DOC,DICLOFENAC,DOC GENERICI Srl,DOC GENERICI S.R.L.,5 UNITA' 75 MG - USO PARENTERALE,"""75 MG SOLUZIONE INIETTABILE"" 5 FIALE DA 75 MG/3 ML",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28E,28E,M01AB05,23181047,Diclofenac,Diclofenac,,DICLOFENAC 75MG 5 UNITA' USO PARENTERALE,VOLTAREN*5 fiale IM 75 mg 3 ml,VOLTAREN,VOLTAREN,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,5 UNITA' 75 MG - USO PARENTERALE,"""75 MG/3ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 5 FIALE",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
3,Italy,,28F,28F,M01AB05,32243038,Diclofenac,Diclofenac,,DICLOFENAC 75MG 6 UNITA' USO PARENTERALE,DICLOFAN*6 fiale IM 75 mg 3 ml,DICLOFAN,DICLOFAN,S.F. GROUP Srl,S.F. GROUP S.R.L.,6 UNITA' 75 MG - USO PARENTERALE,"""75 MG/3 ML SOLUZIONE INIETTABILE USO INTRAMUSCOLARE"" 6 FIALE",30009000,Box,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,X,,
