code,term,definition,comment,status,domain,modification_date,creation_date
11109000,Inhalation powder,"Solid, usually multidose preparation intended for inhalation use, consisting of one or more powders of solid active substance(s) to be administered by a dry-powder inhaler containing a metering dose mechanism within the inhaler. 'Inhalation powder, hard capsule' and 'Inhalation powder, pre-dispensed' are excluded.",,Current,Human and Veterinary,2016-03-30 17:38:14,2006-03-14 00:00:00
11110000,"Inhalation powder, hard capsule","Solid single-dose preparation intended for inhalation use, consisting of one or more powders of solid active substance(s) enclosed in a hard capsule. The capsule is loaded into a dry-powder inhaler to generate an aerosol.",,Current,Human and Veterinary,2016-03-30 17:39:16,2006-03-14 00:00:00
11111000,"Inhalation powder, pre-dispensed","Solid preparation intended for inhalation use, consisting of one or more powders of solid active substance(s) presented in a suitable pharmaceutical form other than a hard capsule, either in the form of a single dose or divided into multiple single doses. The preparation is loaded into a dry-powder inhaler to generate an aerosol.",,Current,Human and Veterinary,2016-03-30 17:41:10,2006-03-14 00:00:00
11112000,"Inhalation vapour, powder",Solid preparation consisting of one or more powders of solid active substance(s) intended for generation of vapour to be inhaled to obtain a local effect. The vapour is usually generated by adding the powder to hot water.,,Current,Human and Veterinary,2016-03-30 17:42:04,2006-03-14 00:00:00
11113000,"Inhalation vapour, capsule",Solid preparation consisting of a capsule formulation intended for generation of vapour to be inhaled to obtain a local effect. The vapour is usually generated by adding the whole capsule or the capsule contents to hot water.,,Current,Human and Veterinary,2016-03-30 10:32:37,2006-03-14 00:00:00
11114000,"Inhalation vapour, solution",Liquid preparation consisting of a solution intended for generation of vapour to be inhaled to obtain a local effect. The vapour is usually generated by adding the solution to hot water.,,Current,Human and Veterinary,2016-03-30 05:15:05,2006-03-14 00:00:00
11115000,"Inhalation vapour, tablet",Solid preparation consisting of a tablet intended for generation of vapour to be inhaled to obtain a local effect. The vapour is usually generated by adding the tablet to hot water.,,Current,Human and Veterinary,2016-03-30 19:22:43,2006-03-14 00:00:00
11116000,"Inhalation vapour, ointment",Semi-solid preparation consisting of an ointment intended for generation of vapour to be inhaled to obtain a local effect. The vapour may be generated by adding the ointment to hot water.,,Current,Human and Veterinary,2016-03-30 10:21:34,2006-03-14 00:00:00
11117000,"Inhalation vapour, liquid","Liquid preparation consisting of a liquid active substance per se, such as an essential oil or a volatile anaesthetic, intended for generation of vapour to be inhaled. The vapour may be generated by adding the liquid to hot water or by the use of a vaporising device.",,Current,Human and Veterinary,2016-03-30 04:49:10,2006-03-14 00:00:00
11118000,Inhalation gas,,Use discouraged.,Deprecated,Human and Veterinary,2014-09-04 14:45:54,2006-03-14 00:00:00
11201000,Solution for injection,Liquid sterile single-dose or multidose preparation consisting of a solution intended for administration by injection.,"For infusions, see 'Solution for infusion'.",Current,Human and Veterinary,2016-03-30 06:28:27,2006-03-14 00:00:00
11202000,Suspension for injection,Liquid sterile single-dose or multidose preparation consisting of a suspension intended for administration by injection.,,Current,Human and Veterinary,2016-03-30 09:05:36,2006-03-14 00:00:00
11203000,Emulsion for injection,Liquid sterile single-dose or multidose preparation consisting of an emulsion intended for administration by injection.,"For infusions, see 'Emulsion for infusion'.",Current,Human and Veterinary,2016-03-30 04:29:33,2006-03-14 00:00:00
11204000,Gel for injection,Sterile single-dose preparation consisting of a hydrophilic gel intended for injection into a specific tissue or organ.,,Current,Human and Veterinary,2016-03-30 10:09:04,2006-03-14 00:00:00
11205000,Powder for solution for injection,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified liquid to obtain a solution for injection.",,Current,Human and Veterinary,2016-03-30 18:50:20,2006-03-14 00:00:00
11206000,Powder for suspension for injection,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain a suspension for injection.",,Current,Human and Veterinary,2016-03-30 18:55:25,2006-03-14 00:00:00
11208400,Powder for prolonged-release suspension for injection,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain a prolonged-release suspension for injection.",,Current,Human and Veterinary,2016-03-30 18:45:32,2014-04-17 14:51:35
11208500,Prolonged-release suspension for injection,Liquid sterile preparation consisting of a suspension intended for administration by injection; the active substance(s) are released over an extended period of time.,,Current,Human and Veterinary,2016-03-30 09:02:34,2011-06-10 09:21:50
11209000,Concentrate for solution for injection,Liquid sterile preparation intended to be diluted in the specified liquid to obtain a solution for injection.,,Current,Human and Veterinary,2016-03-30 04:13:21,2006-03-14 00:00:00
11209500,Solution for cardioplegia,"Liquid sterile preparation consisting of an aqueous solution intended for use in inducing cardiac arrest during heart surgery. Some preparations may require mixing with other preparations prior to administration, for example to adjust the pH.",,Current,Human and Veterinary,2016-03-30 06:21:58,2012-05-23 16:33:55
11210000,Solution for infusion,"Liquid sterile preparation consisting of an aqueous solution intended to be introduced, usually in large volumes, usually into the circulating blood stream.",,Current,Human and Veterinary,2016-03-30 06:27:27,2006-03-14 00:00:00
11211000,Emulsion for infusion,"Liquid sterile preparation consisting of an oil-in-water emulsion intended to be introduced, usually in large volumes, usually into the circulating blood stream.",,Current,Human and Veterinary,2016-03-30 04:28:13,2006-03-14 00:00:00
11211500,Powder for dispersion for infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dispersed in the specified liquid to obtain a dispersion for infusion.",,Current,Human and Veterinary,2016-03-30 18:35:28,2012-06-27 09:14:50
11212000,Powder for solution for infusion,"Solid sterile preparation consisting of one or more powders, including freeze-dried powders, intended to be dissolved in the specified aqueous liquid to obtain a solution for infusion.",,Current,Human and Veterinary,2016-03-30 18:49:28,2006-03-14 00:00:00
11213000,Concentrate for solution for infusion,Liquid sterile preparation consisting of an aqueous solution intended to be diluted in the specified aqueous liquid to obtain a solution for infusion. It may be added to a solution for infusion during the administration.,,Current,Human and Veterinary,2016-03-30 04:12:26,2006-03-14 00:00:00
11215000,Lyophilisate for solution for infusion,Solid sterile preparation for veterinary use consisting of a freeze-dried powder intended to be dissolved in the specified liquid to obtain a solution for infusion.,,Current,Veterinary only,2016-03-30 17:13:18,2006-03-14 00:00:00
11216000,Solvent for parenteral use,"Liquid sterile preparation consisting of a solvent containing no active substances, intended for use in the preparation of a product for parenteral use.","This term is only for use when describing a product that is authorised/marketed individually, and not to describe a manufactured item that is part of a product such as 'Powder and solvent for solution for injection'. In such cases, see instead 'Solvent for...'.",Current,Human and Veterinary,2016-03-30 07:21:51,2006-03-14 00:00:00
11217000,Lyophilisate for solution for injection,Solid sterile preparation for veterinary use consisting of a freeze-dried powder intended to be dissolved in the specified liquid to obtain a solution for injection.,,Current,Veterinary only,2016-03-30 17:14:34,2006-03-14 00:00:00
11218000,Lyophilisate for suspension for injection,Solid sterile preparation for veterinary use consisting of a freeze-dried powder intended to be dispersed in the specified liquid to obtain a suspension for injection.,,Current,Veterinary only,2016-03-30 17:15:33,2006-03-14 00:00:00
11301000,Implant,"Solid sterile preparation of a size and shape suitable for implantation. It may be prepared by moulding or other means other than compression. Each implant is presented in a sterile container that may be provided with an administration device. Implants are intended for release over an extended period of time in order to obtain local or systemic effect. 'Implantation tablet', 'Implantation chain' and 'Implantation matrix' are excluded.",,Current,Human and Veterinary,2016-03-30 11:19:41,2006-03-14 00:00:00
11302000,Implantation tablet,"Solid sterile preparation prepared by compression of a solid active substance as such or of a formulation thereof into an implant of a size and shape suitable for implantation, usually subcutaneously. Each implantation tablet is presented in a sterile container. Implantation tablets are intended for release over an extended period of time in order to obtain local or systemic effect.",,Current,Human and Veterinary,2016-03-30 19:20:21,2006-03-14 00:00:00
